Name,Platform,Year,Genre,Publisher
Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games
SoulLink Extension,PS2,2006,Adventure,Interchannel
Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios
Samurai Shodown Anthology (JP sales),PS2,2008,Fighting,Ignition Entertainment
Winning Post 7 Maximum 2008,PS2,2008,Sports,Tecmo Koei
Sangoku Koi Senki: Otome no Heihou!,PS2,2011,Adventure,Prototype
PDC World Championship Darts 2008,PSP,N/A,Sports,Oxygen Interactive
WRC: FIA World Rally Championship,PC,N/A,Racing,Black Bean Games
Alfa Romeo Racing Italiano,PS2,2005,Racing,Black Bean Games
Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales; but wrong system),PS2,2002,Misc,Media Entertainment
Digger Simulator,PC,2011,Simulation,Excalibur Publishing
Turbo: Super Stunt Squad,X360,2013,Sports,D3Publisher
Super Robot Taisen XO,X360,2006,Strategy,Banpresto
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015,Action,Namco Bandai Games
Aquaman: Battle for Atlantis,XB,N/A,Action,Unknown
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010,Misc,Hackberry
IL-2 Sturmovik,PC,2001,Simulation,Blue Byte
Mortal Kombat: Tournament Edition,GBA,2003,Fighting,Midway Games
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005,Adventure,Activision
East India Company,PC,2009,Strategy,Paradox Interactive
World Poker Tour,GBA,2005,Misc,Take-Two Interactive
Sousaku Alice to Oujisama!,3DS,2015,Simulation,Happinet
Empire Deluxe,PC,1992,Strategy,New World Computing
Umihara Kawase Jun: Second Edition Kanzenban,DS,2009,Puzzle,Genterprise
Infinite Stratos 2: Love and Purge,PSV,2015,Action,5pb
Fab 5 Soccer,DS,2008,Sports,Destineer
Destiny Links,DS,2009,Role-Playing,Namco Bandai Games
Best Of Tests,DS,2008,Puzzle,Conspiracy Entertainment
Egg Mania: Eggstreme Madness,XB,2002,Puzzle,Kemco
Virtua Tennis 3,PC,2007,Sports,Sega
Pro Angler Moves,PS3,2012,Sports,"Interworks Unlimited, Inc."
Sakura Sakura: Haru Urara,PSP,2010,Adventure,GN Software
Uta no * Prince-Sama: Sweet Serenade,PSP,2011,Adventure,Broccoli
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013,Role-Playing,Falcom Corporation
Road Trip: Shifting Gears,GBA,2002,Racing,Zoo Digital Publishing
Iza; Shutsujin! Koisen,PSP,2011,Adventure,Quinrose
Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008,Sports,Takara Tomy
Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009,Adventure,Idea Factory
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010,Adventure,FuRyu
Honda ATV Fever,DS,2010,Racing,Storm City Games
Grooverider: Slot Car Thunder,XB,2003,Racing,Encore
Superstars V8 Racing,X360,2009,Racing,Black Bean Games
Grand Theft Auto III,PC,2002,Action,Take-Two Interactive
Bakumatsu Koihana: Shinsengumi DS,DS,2008,Adventure,D3Publisher
Resident Evil 5 HD,PS4,2016,Action,Capcom
Miyako: Awayuki no Utage,PSP,2012,Action,Idea Factory
Super PickUps,Wii,2009,Racing,XS Games
Ben 10 Omniverse 2,X360,2013,Action,Namco Bandai Games
Rewrite,PSV,2014,Adventure,Prototype
Konami Classics Vol. 2,X360,2009,Misc,Konami Digital Entertainment
Aeon Flux,XB,2005,Action,THQ
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011,Misc,Namco Bandai Games
Kana: Imouto,PSP,2010,Adventure,CyberFront
Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games
Rock N' Roll Racing,SNES,1993,Racing,Interplay
Higurashi no Naku Koro ni Iki,PS3,2015,Action,Kaga Create
Marginal #4: Idol of Supernova,PSV,2014,Adventure,Idea Factory
Nodame Cantabile,PS2,2007,Misc,Banpresto
Paranormal Pursuit: The Gifted One,PC,2015,Action,Alawar Entertainment
DoDonPachi Saidaioujou,X360,2013,Shooter,Cave
Last Escort: Club Katze,PS2,2010,Adventure,D3Publisher
1/2 Summer +,PSP,2013,Adventure,Kaga Create
Winning Post 7 Maximum 2008,PS3,2008,Sports,Tecmo Koei
Psycho-Pass,XOne,2014,Adventure,5pb
Brain Exercise With Dr. Kawashima,PC,2009,Puzzle,Namco Bandai Games
Tears to Tiara: Kakan no Daichi Portable,PSP,2010,Adventure,Aqua Plus
Games Around the World,DS,2010,Misc,Zoo Games
Football Manager 2005,PC,2004,Sports,Sega
Hitotsu Tobashi Renai V,PSV,2015,Adventure,Kaga Create
Ninja Gaiden Sigma 2,PSV,2013,Action,Tecmo Koei
Turbo Trainz,Wii,2012,Racing,Mastertronic
Theatre Of War,PC,2007,Strategy,Kalypso Media
Nintendogs and Cats Golden Retriever and New Friends,3DS,2011,Action,Nintendo
Young Justice: Legacy,X360,2013,Action,Namco Bandai Games
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009,Adventure,Arc System Works
Monster Rancher Advance 2,GBA,2002,Simulation,Tecmo Koei
Madden NFL 13,PS3,2012,Sports,Electronic Arts
Voodoo Chronicles: First Sign,PC,2011,Adventure,ValuSoft
Umineko no Naku Koro ni Portable 1,PSP,2011,Adventure,Alchemist
Dr. Slump & Arale-Chan,DS,2008,Adventure,Namco Bandai Games
Geten no Hana: Yume Akari,PSP,2014,Misc,Tecmo Koei
Festa!! Hyper Girls Party,PS2,2006,Adventure,KID
Collar x Malice,PSV,2016,Action,Idea Factory
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008,Misc,Benesse
Vanark,PS,1999,Shooter,Jaleco
Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom
Game Book DS: Sword World 2.0,DS,2009,Role-Playing,Broccoli
WTA Tour Tennis,XB,2002,Sports,Konami Digital Entertainment
Norn + Nonette: Last Era,PSV,2015,Action,Idea Factory
BlazBlue: Calamity Trigger,PC,2010,Fighting,PQube
Furious Karting,XB,2003,Racing,Atari
WSC REAL 09: World Snooker Championship,PS3,2009,Sports,Deep Silver
Harry Potter and the Chamber of Secrets,PC,2002,Action,Electronic Arts
Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito
Mystery Legends: Beauty and the Beast,PC,2012,Puzzle,Focus Multimedia
Fuuraiki 3,PSV,2015,Action,Unknown
Chokkan! Asonde Relaxuma,DS,2008,Action,Rocket Company
Hot Wheels: Stunt Track Challenge / World Race,GBA,2006,Racing,"Destination Software, Inc"
Minna no Conveni,DS,2010,Simulation,Taito
Accel World: Kasoku no Chouten,PSP,2013,Adventure,Namco Bandai Games
SoulCalibur Legends (JP sales),Wii,2007,Action,Namco Bandai Games
Izumo 2,PS2,2006,Adventure,GN Software
Entaku no Seito: Students of Round,X360,2011,Role-Playing,ChunSoft
Bratz: Forever Diamondz,PS2,2006,Adventure,THQ
Isshoni Gohan. Portable,PSP,2013,Adventure,Boost On
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008,Adventure,Hudson Soft
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010,Fighting,SNK Playmore
Monkey Madness: Island Escape,DS,2010,Action,Storm City Games
Malice,XB,2004,Platform,Evolved Games
Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games
htoL#NiQ: The Firefly Diary,PSV,2014,Platform,Nippon Ichi Software
Tiger Woods PGA Tour 2005,PC,2004,Sports,Electronic Arts
Deus Ex,PC,2000,Role-Playing,Eidos Interactive
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008,Adventure,Capcom
Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist
Smiley World: Island Challenge,DS,2009,Puzzle,Zoo Digital Publishing
Order Up!!,3DS,2011,Action,Funbox Media
Wallace & Gromit: Curse of the Were-Rabbit,XB,2005,Adventure,Konami Digital Entertainment
Hanayamata: Yosakoi Live,PSV,2014,Adventure,Namco Bandai Games
Shepherd's Crossing,PSP,2009,Simulation,Success
Dark Parables: The Exiled Prince,PC,2011,Puzzle,Unknown
Military History: Commander - Europe at War,DS,2009,Strategy,Slitherine Software
Tactics Layer: Ritina Guard Senki,DS,2009,Strategy,D3Publisher
We Sing 80s,Wii,2012,Misc,Nordic Games
Republique,PS4,2016,Action,Nippon Ichi Software
San-X Character Channel: All-Star Daishuugou!,DS,2008,Action,MTO
Rail Simulator,PC,2007,Simulation,Electronic Arts
Putty Squad,PS3,2013,Platform,System 3
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006,Sports,Sega
Rozen Maiden: Gebetgarten,PS2,2007,Fighting,Taito
Resistance Dual Pack,PS3,2011,Shooter,Sony Computer Entertainment
Princess Arthur,PSP,2013,Misc,Idea Factory
Sakura-Sou no Pet na Kanojo,PSP,2013,Adventure,Kadokawa Games
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007,Fighting,SNK Playmore
Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009,Adventure,Arc System Works
BattleForge,PC,2009,Strategy,Electronic Arts
Jewel Quest II,PC,2007,Puzzle,Avanquest
Toro to Morimori,PS3,2009,Misc,Sony Computer Entertainment
Sonic & All-Stars Racing Transformed,PC,2013,Racing,Sega
Satisfashion,Wii,2010,Misc,Destineer
Homeworld Remastered Collection,PC,N/A,Strategy,N/A
Metal Slug Anthology,PS2,2007,Shooter,Ignition Entertainment
K-1 Grand Prix,PS,1999,Fighting,Jaleco
Shorts,DS,N/A,Platform,Unknown
Legoland,PC,1999,Action,LEGO Media
Rave Master: Special Attack Force!,GBA,2002,Fighting,Konami Digital Entertainment
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007,Strategy,D3Publisher
AKB1/48: Idol to Guam de Koishitara...,X360,N/A,Misc,N/A
Casper,GBA,2002,Adventure,Microids
Hyakka Yakou,PSV,2015,Action,Unknown
Adventure Time: The Secret of the Nameless,X360,2014,Adventure,Little Orbit
Hakuoki: Reimeiroku DS,DS,2012,Action,Idea Factory
Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software
Ro-Kyu-Bu! Secret Photo Op,PSV,2014,Adventure,Kadokawa Games
Caladrius,X360,2013,Shooter,Moss
Who Wants to be a Millionaire: 2nd Edition,DS,2008,Misc,Ubisoft
Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008,Adventure,Namco Bandai Games
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005,Misc,N/A
Freekstyle,GBA,2003,Racing,Zoo Digital Publishing
Groovin' Blocks,Wii,2009,Puzzle,Zoo Games
Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007,Adventure,Prototype
Gardening Guide: How to get Green Fingers,DS,2009,Misc,Mindscape
Aa Megami-samaa,PS2,2007,Adventure,Marvelous Interactive
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012,Action,FuRyu
Tsukigime Ranko's Longest Day,PS3,2014,Action,Namco Bandai Games
Bakumatsu Rock,PSP,2014,Action,Marvelous Entertainment
Far East of Eden II: Manji Maru,DS,2006,Role-Playing,Hudson Soft
Family Jockey,Wii,2008,Sports,Namco Bandai Games
Thunder Alley,GBA,2004,Racing,XS Games
Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei
Spider-Man: Friend or Foe,PC,2007,Action,Activision
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013,Adventure,5pb
New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007,Adventure,Datam Polystar
Victory Spike,PS,1996,Sports,Imagineer
Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom
Double Sequence: The Q-Virus Invasion,DS,2008,Puzzle,Zoo Digital Publishing
Brothers in Arms: Furious 4,X360,N/A,Shooter,N/A
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006,Action,D3Publisher
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010,Role-Playing,Kadokawa Shoten
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008,Adventure,Marvelous Interactive
Marvel: Ultimate Alliance,PC,2006,Role-Playing,Activision
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software
Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,Unknown
Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010,Adventure,Idea Factory
Kao the Kangaroo,GBA,2001,Platform,Titus
Builder's Block,PS,1999,Strategy,EON Digital Entertainment
Seisou no Amazones,3DS,2013,Role-Playing,Arc System Works
Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017,Role-Playing,Sega
F.E.A.R. Perseus Mandate,PC,2007,Shooter,Vivendi Games
Mahjong Taikai IV,PS3,2006,Misc,Tecmo Koei
Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games
FlatOut: Ultimate Carnage,PC,2008,Racing,Empire Interactive
Agarest Senki: Re-appearance,PS3,N/A,Role-Playing,Idea Factory
Ultraman Fighting Evolution 0,PSP,2006,Fighting,Banpresto
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009,Simulation,Konami Digital Entertainment
Aquaman: Battle for Atlantis,GC,2003,Action,TDK Mediactive
Strider (2014),PS3,2014,Platform,Capcom
Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007,Misc,Takara Tomy
The Book of Unwritten Tales 2,WiiU,2016,Adventure,Nordic Games
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega
Goku Makaimura Kai,PSP,2007,Platform,Capcom
No Fate! Only the Power of Will,X360,2010,Adventure,Alchemist
Conflict: Denied Ops,PC,2008,Shooter,Eidos Interactive
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009,Role-Playing,Nippon Ichi Software
Championship Manager 2010,PC,2009,Sports,Eidos Interactive
Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008,Action,D3Publisher
Paragon,PS4,2016,Action,Epic Games
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008,Misc,Naxat Soft
Hanayaka Kana; Ware ga Ichizoku,PSP,2010,Adventure,Idea Factory
Mamoru-kun wa Norowarete Shimatta!,X360,2009,Shooter,G.Rev
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010,Strategy,System Soft
Myself; Yourself,PS2,2007,Adventure,Yeti
Kurogane Kaikitan,PSV,2015,Adventure,Minato Station
Starry ? Sky: After Autumn,PSP,2011,Misc,Aqua Plus
Dokuro,PSV,2012,Action,GungHo
Slide Adventure: Mag Kid,DS,2007,Action,Nintendo
Smuggler's Run,GBA,2002,Racing,Rebellion
The Humans: Meet the Ancestors!,DS,2009,Puzzle,Deep Silver
Chaos;Head Noah,PSV,2014,Adventure,5pb
Battlestations: Midway,PC,2007,Strategy,Eidos Interactive
Farming Simulator 15 Expansion Pack,PC,2015,Action,Focus Home Interactive
Jan Sangoku Musou,PS2,2006,Misc,Tecmo Koei
Assetto Corsa,XOne,2016,Racing,505 Games
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007,Adventure,Alchemist
Monster Bomber,DS,2006,Puzzle,505 Games
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009,Misc,Tecmo Koei
Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006,Fighting,Ignition Entertainment
CT Special Forces 2: Back in the Trenches,GBA,2003,Shooter,LSP Games
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006,Adventure,ChunSoft
The Chronicles of Riddick: Assault on Dark Athena,PC,2009,Shooter,Vivendi Games
The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment
Root Double: Before Crime After Days,X360,2012,Action,Yeti
War for the Overworld,PC,2015,Strategy,Unknown
TimeShift,PC,2007,Shooter,Vivendi Games
ef - a fairy tale of the two.,PS2,2010,Adventure,Comfort
The Train Giant,PC,2012,Strategy,Ascaron Entertainment
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016,Adventure,Prototype
FairlyLife: MiracleDays,PSP,2010,Adventure,Piacci
Surf's Up,GC,2007,Sports,Ubisoft
Jambo! Safari Animal Rescue,DS,2009,Simulation,Sega
Death Connection Portable,PSP,2011,Adventure,Idea Factory
Rainbow Islands: Revolution,PSP,2005,Action,Rising Star Games
Legend of Kay Anniversary,WiiU,2015,Action,Nordic Games
Rakushou! Pachi-Slot Sengen 4,PS2,2006,Misc,Tecmo Koei
Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015,Fighting,Nitroplus
Moe Moe 2-Ji Daisenryaku 2,PSP,2010,Strategy,System Soft
Tsuyo Kiss 3 Portable,PSP,2012,Action,NetRevo
Fireman Sam: Action Stations,DS,2013,Action,Avanquest Software
Tetris Ultimate,PSV,2014,Puzzle,Ubisoft
Durarara!! Relay,PSV,2015,Action,Kadokawa Games
Moto Racer Advance,GBA,2002,Racing,Ubisoft
Duel Masters: Shadow of the Code,GBA,2004,Misc,Atari
Full Auto 2: Battlelines,PSP,2007,Racing,Sega
Freaky Flyers,GC,N/A,Racing,Unknown
Army Men: Air Combat - The Elite Missions,GC,2003,Shooter,3DO
Rally Championship,GC,2003,Racing,SCi
Happy Dance Collection,Wii,2008,Misc,Namco Bandai Games
Space Hulk,PSV,2015,Strategy,Funbox Media
Fuun Shinsengumi Bakumatsuden Portable,PSP,2009,Action,From Software
Musou Tourou,PSP,2009,Strategy,Nippon Ichi Software
Really? Really! DS,DS,2009,Adventure,Kadokawa Shoten
Gakuen Hetalia,DS,2012,Adventure,Idea Factory
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013,Adventure,Quinrose
Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014,Adventure,Success
Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,Role-Playing,Rising Star Games
Period Cube: Torikago no Amadeus,PSV,2016,Action,Idea Factory
Tringo,GBA,2006,Puzzle,Liquid Games
Jam Sessions: Sing and Play Guitar (jp sales),DS,2007,Misc,Ubisoft
Binary Star,PSV,2014,Adventure,Idea Factory
MXGP 2,PC,2016,Racing,Milestone S.r.l.
Professional Farmer 2016,PSV,2015,Action,Namco Bandai Games
RalliSport Challenge(JP sales),XB,2002,Racing,Microsoft Game Studios
Dragon Quest X: All in One Package,WiiU,2015,Role-Playing,Square Enix
Inversion,PC,N/A,Shooter,Namco Bandai Games
Wedding Planner: Dream Weddings Guaranteed,DS,2010,Simulation,DTP Entertainment
Element Hunter,DS,2009,Role-Playing,Namco Bandai Games
Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto
Rondo of Swords (jp sales),DS,2007,Role-Playing,Success
The Eye of Judgment: Legends,PSP,2010,Strategy,Sony Computer Entertainment
Chaos;Child,PS4,2015,Adventure,5pb
Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,Activision
Whac-A-Mole,GBA,2005,Puzzle,Zoo Digital Publishing
Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008,Misc,Creative Core
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009,Adventure,CyberFront
Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix
Command & Conquer Renegade,PC,2002,Shooter,Electronic Arts
Grooverider: Slot Car Thunder,GC,2003,Racing,Encore
H2O+: Footprints in the Sand,PS2,2008,Adventure,Kadokawa Shoten
Fashionable Puppy: Oshare na Koinu DS,DS,2007,Simulation,MTO
Sekirei: Mirai Kara no Okurimono,PS2,2009,Adventure,Alchemist
Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development
Ultimate Board Game Collection,PS2,2006,Misc,Xplosiv
Dinotopia: The Sunstone Odyssey,XB,2003,Action,TDK Mediactive
Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco
Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011,Misc,Atari
Natsuzora no Monologue,PSP,2013,Adventure,Otomate
Kenka Banchou Portable,PSP,2009,Action,Spike
World Snooker Challenge 2005,PSP,2005,Sports,Sega
Juiced 2: Hot Import Nights,PC,2007,Racing,THQ
G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei
Monster Jam,PC,2007,Racing,Activision
Icewind Dale II,PC,2002,Role-Playing,Interplay
The Amazing Spider-Man (DS & Mobile Versions),PSP,2009,Action,Eidos Interactive
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo
Ishin Renka: Ryouma Gaiden,PSP,2010,Adventure,D3Publisher
NHL 2K7,XB,2006,Sports,Take-Two Interactive
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013,Adventure,Idea Factory
Act of Aggression,PC,2015,Strategy,Focus Home Interactive
Powerdrome,XB,2004,Racing,Evolved Games
Fallout Anthology,PC,2015,Action,Bethesda Softworks
Tropico 3: Gold Edition,PC,2010,Strategy,Kalypso Media
Survivor,Wii,2010,Adventure,Valcon Games
Hakuouki: Shinsengumi Kitan,PS3,N/A,Adventure,Unknown
Dance with Devils,PSV,2016,Action,N/A
Wand of Fortune,PS2,2009,Adventure,Idea Factory
Arabians Lost: The Engagement on Desert,PSP,2012,Adventure,Quinrose
Gobliiins 4,PC,2009,Adventure,Kalypso Media
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010,Adventure,Idea Factory
Crouching Tiger; Hidden Dragon,XB,2003,Action,Ubisoft
Meru Purana,PS,1996,Strategy,Gust
Cross Edge Dash,X360,2009,Role-Playing,Compile Heart
Colin McRae Rally 04,PC,2004,Racing,Codemasters
Super Bubble Pop,XB,2002,Puzzle,Jaleco
Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer
Luxor: Pharaoh's Challenge,DS,2007,Puzzle,Funsta
Grand Prix Legends,PC,1997,Racing,Vivendi Games
Fate/kaleid liner Prisma Illya,3DS,2014,Action,Kadokawa Games
Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games
Akatsuki no Amaneka to Aoi Kyojin,PSP,2010,Strategy,CyberFront
Pilot Academy,PSP,2006,Simulation,Rising Star Games
Poker for Dummies,PC,2008,Misc,Electronic Arts
John Daly's ProStroke Golf,X360,2010,Sports,O-Games
TrackMania Turbo,PC,2016,Action,Ubisoft
Darkened Skye,GC,2002,Adventure,TDK Mediactive
Sakura-Sou no Pet na Kanojo,PSV,2013,Adventure,Kadokawa Games
WSC REAL 09: World Snooker Championship,X360,2009,Sports,Deep Silver
World Snooker Championship 2007,X360,2007,Sports,Sega
Handball 16,X360,2015,Sports,Bigben Interactive
Wand of Fortune: Mirai e no Prologue,PS2,2010,Adventure,Idea Factory
Alone in the Dark,PC,2008,Adventure,Atari
Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,Konami Digital Entertainment
LMA Manager 2007,X360,2006,Sports,Codemasters
San-X: Chara Sagashi Land,DS,2007,Action,MTO
Heart no Kuni no Alice,PSP,2009,Adventure,Prototype
Petz: Hamsterz Life 2,GBA,2007,Misc,Ubisoft
The Technomancer,PC,2016,Role-Playing,Focus Home Interactive
Pro Evolution Soccer 2010,PC,2009,Sports,Konami Digital Entertainment
Memories Off,PSP,2008,Adventure,5pb
Tenchu San Portable,PSP,2009,Action,From Software
Ratchet & Clank: Full Frontal Assault,PSV,2012,Adventure,Sony Computer Entertainment
Vitamin X,PS2,2007,Adventure,D3Publisher
The Wild West,DS,2007,Action,Majesco Entertainment
The Amazing Spider-Man 2 (2014),PC,2014,Action,Activision
Saint Seiya Omega: Ultimate Cosmo,PSP,2012,Fighting,Namco Bandai Games
Sega Rally Revo,PC,2007,Racing,Sega
Element Girl: Love; Fashion and Friends,DS,2008,Adventure,DTP Entertainment
Sakigake!! Otokojuku - Nihon yo; Kore ga Otoko Dearu!,PS3,2014,Fighting,Namco Bandai Games
Teenage Mutant Ninja Turtles (3DS),3DS,2013,Action,Activision
Time Leap,X360,2009,Adventure,Prototype
The Godfather (JP sales),X360,2006,Action,Electronic Arts
thinkSMART: Chess for Kids,DS,2011,Misc,Mentor Interactive
World Heroes Anthology,PS2,2007,Fighting,Ignition Entertainment
Chaos;Child,PS3,2015,Adventure,5pb
